Date,SF_absolute_humidity,SF_relative_humidity,SF_mean_air_temperature,SF_atmospheric_pressure,SF_potential_evaporation,SF_net_radiation,SF_volumetric_water_content,SF_soil_temperature,SF_wind_speed,catchment_daily_precipitation_armley,catchment_daily_precipitation_kildwick,discharge_armley,discharge_kildwick,river_level_snaygill,river_level_kildwick,river_level_kirkstall,headingley_precipitation,malham_precipitation,skipton_snaygill_precipitation,farnley_hall_precipitation,embsay_precipitation,silsden_precipitation,lower_laithe_precipitation
19/11/2018,6.3,84.2,6.6,1019.6,0.7,0.4,30.1,6.2,3.1,3.457454795,2.535348067,5.2,1.47,0.249,0.27,1.479,5.4,3,2.2,6.8,3.6,2.6,4
20/11/2018,5.9,87.1,5,1008.6,0.6,-0.1,33.3,5.5,3.5,17.84897885,15.31647764,15,3.55,0.301,0.292,1.537,18,15,19.2,14.6,17.4,22.2,17.6
21/11/2018,5.3,89.2,3,1007.3,0.4,-1.1,33.3,4.5,2.9,1.567002941,1.430925064,20.7,7.97,1.237,0.618,1.667,2.4,0.8,1.4,1.4,1.2,1.6,1.8
22/11/2018,5.5,94.7,2.5,1012.9,0.2,-0.2,32.4,3.1,1.6,2.248187136,1.584782478,13,4.64,0.756,0.511,1.606,1.6,1.8,1,2,2.2,2.6,3.2
23/11/2018,6.1,95.6,4.1,1009.7,0.3,0.9,31.6,4.7,0.9,0.200060135,0.365495993,10.3,3.72,0.61,0.439,1.557,0,1.4,0.2,0,0.2,0.2,0
24/11/2018,6.4,90.5,5.5,1007.8,0.4,0.7,30.7,5.2,2,0.845878775,0.26412812,8.88,3.02,0.503,0.396,1.536,2.8,0.6,0,0.8,0.2,0.2,2
25/11/2018,6.1,92.8,4.6,1008.1,0.4,0.9,33,4.8,2.3,2.841810403,1.135739084,9.38,2.59,0.426,0.361,1.55,3,0.4,1.4,3.4,0.4,4,4.4
26/11/2018,5.8,92,3.8,1009.9,0.5,0.4,31.6,4.4,2.3,0.05037513,0.023576027,8.56,2.29,0.383,0.342,1.541,0.2,0,0,0,0,0,0
27/11/2018,5.8,94.1,3.4,1005.9,0.4,0.3,33.3,3.5,3.6,13.29633847,12.72258901,15.4,3.75,0.376,0.355,1.531,8.4,11,13.2,8.4,9.6,18.2,19
28/11/2018,8.1,86.1,10.1,993.7,0.7,0.2,34,6.9,6.3,6.422812132,7.662293717,20.5,8.65,0.92,0.557,1.651,4,18.4,4,3.4,2.4,6.2,6.4
29/11/2018,7.5,79.6,10,987.6,0.9,-1.8,33.5,7.9,6.5,3.6666175,5.925826315,26.3,12.6,1.588,0.746,1.674,1.2,14.6,3.6,1.2,2.8,1.8,1.6
30/11/2018,5.9,74.4,7.5,994.3,1.2,-1.4,31.7,6,5.5,5.445861437,7.06702608,24.5,13.4,1.646,0.787,1.68,2.6,13.2,4.8,3.2,6.2,6.2,4.2
01/12/2018,7.2,91.2,7.2,992.6,0.2,-0.1,32.7,5.8,3.2,10.66810536,10.92169464,33.2,17.7,1.906,0.864,1.712,7.2,13.4,8,6,10.2,9.8,14
02/12/2018,8.5,87.1,10.6,985,0.5,0.7,31.2,8.1,4,6.520074798,8.285563078,40.9,22.7,2.294,0.997,1.781,2,15.2,6.4,4.4,6.8,7.4,6.8
03/12/2018,6.4,81.4,7,992.1,0.7,-2,31,7,3,1.902441529,0.870630289,40.2,19.1,2.718,1.2,1.812,3.8,0,1,4,0.6,1.6,2.2
04/12/2018,5.1,90,2.4,1013,0.2,-2.4,31.1,3.1,1.4,4.431485365,4.245616775,22.6,9.84,1.514,0.781,1.709,4.6,4,4.8,4.8,2.4,4.4,4.4
05/12/2018,6.4,96.7,4.4,1006,0.1,0.3,34,4.2,2.1,12.50851902,13.4106845,42.9,22.3,1.75,0.827,1.715,11.4,17.8,10.4,11,13.6,11,14
06/12/2018,8.7,89.1,10.7,1001.6,0.3,1,33.8,7.6,3.6,12.00431777,15.10838323,40.6,19.3,2.604,1.236,1.854,9,16.6,9.8,6.6,13.4,8.6,11.4
07/12/2018,6.9,76.8,8.9,989.7,1.2,-0.1,32.5,7.8,6.2,10.39299052,11.66373566,58.8,35.1,2.984,1.441,1.837,4.8,13,12,6.4,7.2,7.4,13.6
08/12/2018,6.6,77.3,8.6,987.2,1.2,-0.3,31.7,6.8,6.9,15.24187693,17.5389735,75.1,41.7,3.291,1.588,1.956,8.2,29.6,14.2,6.2,22.6,12.8,18.4
09/12/2018,5.7,76.7,6.3,1000.8,0.9,-1.9,31.5,5.5,3.9,0.091470043,0.074990415,66.2,34.7,3.655,1.892,2.016,0,0.2,0,0,0,0.2,0.2
10/12/2018,5.5,84.7,4.3,1018.9,0.3,-1.5,30,3.7,1.7,0.032416152,0.052055435,38.8,18.3,2.376,1.143,1.857,0,0,0,0,0,0,0
11/12/2018,5.5,95.5,2.6,1017.7,0.3,0.1,31.5,3.8,2.1,0.003778325,0.005348625,25.7,11.9,1.565,0.815,1.714,0,0,0,0,0,0,0
12/12/2018,5.1,84.3,3.4,1015.3,0.5,-1.7,31.8,3.6,3.8,0.017058775,0.001196316,19.7,8.72,1.197,0.685,1.651,0,0,0,0,0,0,0
13/12/2018,4.6,75,3.6,1013.8,1,-0.6,31.9,2.9,4.3,0.003243664,0.000712848,15.9,6.7,0.966,0.596,1.615,0,0,0,0,0,0,0
14/12/2018,4.5,85.7,1.2,1016.6,0.3,-1.8,31.4,1.9,1.9,0.014843901,0.001998044,13.3,5.37,0.79,0.528,1.591,0,0,0,0,0,0,0.2
15/12/2018,4.4,83.2,1.1,1002.2,0.7,-0.6,32.8,1.2,7.5,14.81324832,15.64793296,24.5,7.13,0.746,0.509,1.684,13.4,19.8,15.6,6.8,8.6,13,15.4
16/12/2018,5.8,85.5,5.1,996.4,0.4,-1,32.8,3.1,3.4,4.432891679,4.777074616,38.7,16,1.816,0.797,1.77,4,9,3,3.2,2.8,2.8,4
17/12/2018,6.2,90,5.3,1005.9,0.5,0.7,32.3,3.4,2.6,0.438839105,0.77142056,29.3,12.5,1.794,0.841,1.742,0,1.8,0.6,0,0.2,0.6,0.2
18/12/2018,7.2,88.1,7.8,997.5,0.4,-0.5,33.4,5.7,6.4,6.948275101,7.792336158,28.1,10.9,1.288,0.69,1.688,5.8,11.2,4.6,3.4,3.6,7,6.2
19/12/2018,6.2,90.1,5.2,993.9,0.3,-1.3,33.3,4.4,2.9,2.776596477,3.75578731,27.3,11,1.572,0.782,1.718,0.4,5,1.8,0.6,1,2,4.2
20/12/2018,6.3,87.4,5.8,993.9,0.3,-1.1,33,4.2,3.4,14.18832205,19.42437386,34.1,22.9,1.806,0.833,1.707,6,21.8,20,6.8,17.6,14.8,12.2
21/12/2018,6.7,91,6.2,991.6,0.3,1,32.4,5.2,2.4,5.968318347,7.64717048,56.9,32,3.299,1.531,1.855,2.2,15,4.8,2,7.2,4.6,5.6
22/12/2018,6.7,82.3,7.8,1004.6,0.6,-1.1,31.5,5.6,3.5,8.42054881,7.03839113,50.2,25,2.819,1.263,1.879,8.6,6.8,5.8,9.2,5,6.4,11.2
23/12/2018,6.5,92,5.7,1011.8,0.4,0.6,32.1,5.3,1.9,3.314157159,2.724310789,54.7,24.6,2.555,1.133,1.883,4.4,2.2,2.8,3.6,3.2,3.4,3.8
24/12/2018,5.1,86.2,2.9,1025.4,0.6,-0.4,31.1,2.9,1.2,0.234062383,0.191701457,36,15.1,2.136,1.002,1.84,0.2,0.6,0.2,0.4,0,0.4,0.2
25/12/2018,6.3,93.8,4.6,1025.3,0.2,1.1,34,3.4,1.5,0.102404212,0.218478505,25,10.3,1.531,0.79,1.731,0,0.6,0.2,0,0.2,0,0
26/12/2018,7.6,88.8,8.6,1021.4,0.1,-0.6,33.7,6.3,2.6,0.004945876,0.009760087,20.2,8.12,1.184,0.655,1.655,0,0,0,0,0,0,0
27/12/2018,7.1,88.3,7.6,1018.7,0.2,-0.9,32.5,5.3,1.5,0.033651361,0.009037734,16.9,6.56,0.96,0.583,1.623,0,0,0,0,0,0,0
28/12/2018,7.2,83.8,8.5,1021.6,0.4,-1,33.9,6.3,2.3,2.691343499,5.132861989,14.7,5.55,0.821,0.53,1.6,0,11.8,2.6,0,3.4,1.6,0.8
29/12/2018,7.3,79.4,9.6,1021.6,0.7,-1.8,33.9,6.8,5,0.924393813,1.577114898,14.5,6.33,0.886,0.532,1.592,0,4.6,0.8,0,0.6,0.4,0.4
30/12/2018,7.8,84.4,9.7,1025.7,0.4,-0.8,33.7,6.9,3.7,0.25203493,0.429646941,14,6.12,0.897,0.547,1.593,0,2.2,0,0,0,0,0
31/12/2018,6.9,75.3,9.6,1025.8,1,-1,32.9,6.9,4.5,0.134283506,0.139023267,13.1,5.46,0.828,0.526,1.582,0,0.6,0,0,0.2,0.2,0
01/01/2019,6,74.4,7.4,1028.8,1,-0.9,30.9,6.4,3.9,0.000672091,0.001117758,11.5,4.64,0.72,0.487,1.568,0,0,0,0,0,0,0
02/01/2019,4.7,75.2,3.7,1037.5,0.7,-0.3,29.8,4.3,1.9,0.00027094,0.000493396,10.4,4.01,0.621,0.449,1.556,0,0,0,0,0,0,0
03/01/2019,4.2,75.3,2,1036.9,0.5,-0.8,29.3,3.4,1.2,0.00039839,0.000779713,9.6,3.62,0.561,0.425,1.547,0,0,0,0,0,0,0
04/01/2019,4.7,75.2,3.6,1034.6,0.7,-0.1,29.3,3.2,2.8,6.64E-05,7.21E-05,9.03,3.28,0.514,0.405,1.54,0,0,0,0,0,0,0
05/01/2019,5.1,78.5,4.2,1030.9,0.4,-0.6,29.2,3.7,1.7,0.000774838,0.000696151,8.57,3.01,0.474,0.386,1.529,0,0,0,0,0,0,0
06/01/2019,7,83,8.2,1028.7,0.5,0.7,29.3,5.5,3.5,1.148438998,2.038447754,8.22,2.82,0.441,0.372,1.524,0,9.4,0.2,0,0.2,0,0
07/01/2019,7.1,79.7,9.1,1020.7,0.8,-1.5,29.8,6.8,5.6,2.669414697,3.274653081,8.57,3.15,0.465,0.375,1.525,0,6.4,1.8,0.4,2.2,0.4,3.2
08/01/2019,5.1,70.4,5.8,1021,1.1,-2.8,27.3,4.4,5.2,0.002785692,0.002115933,8.57,3.14,0.506,0.399,1.532,0,0,0,0,0,0,0
09/01/2019,4.6,77,3.1,1024.9,0.7,-1.7,28.6,2.8,3.6,0.027062895,0.039518298,7.93,2.79,0.444,0.373,1.524,0,0,0,0,0,0,0
10/01/2019,5.6,79.5,5.4,1023.5,0.5,0.3,29.4,3.5,2.7,0.034106606,0.019351548,7.55,2.57,0.408,0.357,1.516,0.4,0,0,0.2,0,0,0
11/01/2019,5.9,78.1,6.6,1022.8,0.6,-0.4,27.9,4.7,2.7,1.946656224,2.109004125,7.29,2.36,0.382,0.344,1.511,0.4,7.4,0.8,1.4,0.6,0.4,3.6
12/01/2019,7.2,81.8,9,1011.5,0.8,-0.3,30.2,6.3,6.7,1.531558357,2.704987053,7.89,2.83,0.389,0.341,1.51,0,13,0.2,0,0.8,0,0.8
13/01/2019,6.8,75.8,9.3,1003.3,1.3,-1,26.8,7.2,7.8,1.609186315,1.73670441,9.66,4.54,0.616,0.431,1.543,0,3.2,0.8,0,0.4,0.6,3.2
14/01/2019,5.8,77.6,6.4,1011.9,0.6,-2,25.5,5.1,3.1,0.563118465,0.564636783,9.81,3.75,0.619,0.454,1.548,0,1.8,0.2,0,0.2,0.2,1.2
15/01/2019,6.5,75.9,8.6,1006.9,1,-0.4,26.8,5.9,4.6,0.926770549,0.910288904,8.64,3.17,0.507,0.398,1.532,0.2,2.8,0.4,0.6,0.4,0.4,1
16/01/2019,5.9,77,6.6,994.2,0.8,-1.8,27.3,5.7,4.4,1.351771308,1.764396202,8.44,3.05,0.47,0.382,1.522,0.8,4.4,0.8,0.4,0.8,0.8,2
17/01/2019,3.7,66.9,1.9,1004.7,1.1,-1.9,25.8,2.1,4.6,0.034280903,0.007120772,8.02,2.85,0.461,0.381,1.524,0,0.8,0,0,0.2,0,0
18/01/2019,4.1,84.6,0,1007.8,0.4,-0.6,27.5,0.9,2.8,3.039198554,2.60387503,7.87,2.56,0.398,0.353,1.514,3,0.4,1.6,2.2,2,2,3.8
19/01/2019,4.9,90.2,1.8,1003.7,0.3,0.4,30.2,1.9,2.7,0.17334235,0.350015308,7.78,2.55,0.397,0.351,1.522,0,1.8,0.2,0,0.4,0,0.2
20/01/2019,5.4,89.6,3.2,1012.1,0.2,-0.1,31.4,3,1.4,0.046080852,0.025136347,7.7,2.74,0.442,0.36,1.52,0,4.8,0,0,0,0,0
21/01/2019,5.2,85.8,3.4,1010.9,0.6,0.5,31.3,2.9,3.3,5.337506219,5.836683129,8.49,2.77,0.408,0.359,1.517,3.6,5.4,5.6,4,3.4,4.2,6.8
22/01/2019,4.8,86.9,1.9,992.2,0.6,0.9,31,2.4,2.6,1.269966675,2.017435471,10.4,4.3,0.607,0.425,1.548,0.2,2.6,0.4,0.4,1.4,1.4,0.6
23/01/2019,3.9,82.1,-0.3,996.5,1,3,31.2,0.8,2,0.560052792,0.832621629,9.92,3.74,0.598,0.447,1.554,0.2,5,0,0.2,0.2,0.2,0.2
24/01/2019,4.8,89.5,1.5,1003.7,0.6,1.4,33.4,0.6,1.2,1.117680895,1.796697907,8.5,3.21,0.489,0.396,1.536,0.4,12.6,1.8,0.2,2.6,1.4,0.2
25/01/2019,7.2,85.4,8.3,1003.2,0.6,1.2,34.2,4.1,5.4,2.711814995,3.974130512,11.3,7.66,0.936,0.493,1.53,0,17,2,0,2.4,1.2,3
26/01/2019,6.8,81.3,8.2,989,0.7,-0.3,30.3,5.9,4.8,8.643245432,10.14350372,19.8,12.1,1.322,0.691,1.624,4.2,14.4,10.4,4.4,7.6,9.6,7.8
27/01/2019,4.4,68.9,4.2,984.2,1.6,-0.2,31.2,3.7,7.3,0.015062755,0.025243476,26.2,12.5,1.884,0.874,1.709,0,0,0.2,0,0,0,0
28/01/2019,3.6,65.2,1.9,998.3,1,-1.8,29.8,1.4,3.8,0.523853778,0.980121594,15.1,6.66,1.011,0.618,1.627,0,0,0,0,0,0.2,0.4
29/01/2019,4.7,86.6,1.5,989.8,0.5,-0.3,30.3,1.2,3.4,3.341812527,3.987103908,13.3,5.98,0.794,0.526,1.577,1.4,2,4,1.4,2,2.8,3.4
30/01/2019,4.1,85.6,-0.1,987.9,0.7,1.3,31.6,0.8,2,0.061998393,0.031650565,12.2,5.2,0.752,0.52,1.581,0,1.2,0.2,0.2,0,0.2,0.2
31/01/2019,3.5,94.5,-4,986.7,0.3,-0.7,32.6,0.3,1.7,1.178710477,0.933310846,10.5,4.35,0.663,0.472,1.558,0,1,0,0,0.8,0,0
01/02/2019,4.4,93.1,-0.5,988.5,0.3,0,31,0.2,3.3,0.77979033,0.496817933,9.7,3.69,0.555,0.432,1.554,1.6,2.6,0.4,0.6,0.4,1.6,1.6
02/02/2019,3.9,78.5,0.5,1002.9,0.5,-1.9,34.5,0.2,3.8,0.006384196,0.013789241,8.55,3.25,0.493,0.402,1.541,0.4,1,0,0,0,0,0.8
03/02/2019,4.2,76.7,1.3,1012.3,0.7,-0.2,32.2,0,3.2,3.097301629,3.845493171,8.3,2.78,0.485,0.376,1.527,0.4,11.6,2.2,1,1.6,2.2,5
04/02/2019,5.7,77.8,6.2,1007.7,0.7,0.8,33.1,1.8,4.4,0.070412978,0.066600384,13.1,6.21,0.893,0.49,1.546,0.2,0,0,0,0,0.2,0
05/02/2019,5.8,93.7,3.4,1012.8,0.3,1.5,33.6,2.3,3.5,8.10852114,9.925178648,15.9,8.43,0.931,0.536,1.589,4.6,10.2,7.6,4.8,11.2,10.2,6.2
06/02/2019,6.1,83.7,6,1006.5,0.7,1.7,32.1,4.2,3.2,6.395984607,6.13039883,25.5,10.8,1.782,0.796,1.661,8,7.6,4.6,7.4,7,6.4,7.4
07/02/2019,5.8,83,5.4,992.1,0.8,1.1,33.7,4.2,4.7,5.104213051,7.278650688,26.1,11.5,1.419,0.687,1.69,1,13.4,4.6,1.2,4.2,4,4.4
08/02/2019,6.4,77.6,8.1,982.8,1.1,-0.6,33.2,5.1,7.6,16.72686055,19.37069489,34.4,19.7,2.029,0.873,1.711,7.4,19.6,20.2,8,14.2,13,21.4
09/02/2019,5.4,71.7,6.7,984,1.5,-0.1,33.4,4.6,8.2,1.224774552,2.097040534,59.8,33.6,3.001,1.38,1.88,0.2,5.2,1.8,0.2,1.6,0.4,0.4
10/02/2019,5.2,82.6,3.9,990,0.6,-0.4,31.9,3.4,2.8,0.866783955,0.845335418,36.3,16.5,2.54,1.211,1.889,0,1,0.6,0,0.6,0.8,2.2
11/02/2019,5.1,78.4,4.5,1016.4,0.5,-0.2,31.4,3,2.1,0.020779979,0.017752329,23,9.94,1.505,0.745,1.701,0,0,0,0,0,0,0
12/02/2019,6.4,84.2,6.6,1022.4,0.4,0.7,33.1,3.8,2.9,0.826620539,1.479294107,17.7,7.42,1.125,0.62,1.64,0,3,0.4,0,0.4,0,0.4
13/02/2019,6.6,75.6,8.9,1022.3,1.1,1.6,32.6,6.4,3.9,0.018097811,0.017288131,15.2,6.28,0.971,0.564,1.606,0,0,0,0,0,0,0
14/02/2019,5.8,79.1,6.4,1023,0.8,0.7,30.1,4.9,2.4,0.001105638,0.001804972,13.1,5.17,0.795,0.511,1.588,0,0,0,0,0,0,0
15/02/2019,5.6,79.4,5.7,1016.8,0.9,1.2,30.9,4.1,2.4,0.002840545,0.005944626,11.7,4.38,0.666,0.466,1.57,0,0,0,0,0,0,0
16/02/2019,6.9,74.1,10,1011.4,1.3,2.7,31.7,6.2,4,0.002355842,0.002231925,10.6,3.8,0.579,0.433,1.558,0,0,0,0,0,0,0
17/02/2019,6.8,77.6,9.1,1005,1.1,-0.7,29.5,6.7,5.2,0.040281234,0.088179043,9.67,3.39,0.519,0.406,1.544,0,0.4,0,0,0,0,0
18/02/2019,6.1,73.7,8.1,1003.5,1.4,0.6,28.6,6.1,5.6,3.139390905,2.89558797,9.13,3.1,0.477,0.384,1.535,1.2,4.6,1.8,1,2,3.4,5.2
19/02/2019,6.1,75.5,7.7,1007.4,1.1,1.3,29,6,3.9,0.733843556,1.070865037,9.65,3.06,0.476,0.377,1.541,0.4,2.4,0,0.6,0.2,0,0.6
20/02/2019,7.1,79.4,9.3,1008.3,1.1,2.1,31.6,7.1,4.5,0.981712467,1.71597776,8.88,2.92,0.443,0.371,1.536,0.4,6.2,0.4,0.2,0.6,0.2,0.6
21/02/2019,8.3,82.1,11.1,1016.5,0.8,1.9,32.4,8.6,2.6,0.028422526,0.053885037,8.34,2.82,0.452,0.362,1.532,0,0.6,0,0,0,0,0
22/02/2019,7.2,84.5,8.6,1026.4,0.9,1.8,30.2,7.1,2.5,0.000959203,0.000696059,7.96,2.59,0.438,0.358,1.532,0,0,0,0,0,0,0
23/02/2019,7.3,87.7,8.3,1025.8,0.8,2.6,28.5,7.3,3.8,0.010453191,0.013530631,7.5,2.35,0.385,0.335,1.525,0,0,0,0,0,0,0
24/02/2019,7.1,92.2,6.8,1029.5,0.7,2.7,29.1,7.1,1.5,0.048580497,0.0073909,7.2,2.15,0.338,0.319,1.523,0.2,0.2,0,0.2,0,0.2,0
25/02/2019,6.2,83.4,6.6,1029.4,0.9,3.7,27.3,7.1,1.4,0.005821288,0.004369073,6.91,2.02,0.301,0.309,1.514,0,0,0,0,0.2,0,0
26/02/2019,5.8,69.8,8.2,1025.6,1.3,2.8,28.7,6.3,1.6,0.004336502,0.00196457,6.66,1.89,0.273,0.297,1.511,0,0,0,0,0,0,0
27/02/2019,6.1,75.7,8,1016.9,1.3,2.6,28.1,6.3,1.9,0.002725478,0.000494791,6.47,1.8,0.254,0.289,1.504,0,0,0,0,0,0,0
28/02/2019,6.3,91.4,5.1,1008.5,0.5,1.8,27.8,5.9,2.5,0.421425221,0.341083857,6.34,1.73,0.243,0.283,1.503,0,0,0.2,0.2,0,0.4,0.6
01/03/2019,6.5,83.8,7.2,1010.2,0.6,1.3,26.2,6.9,1.9,0.349626406,0.652263407,6.2,1.65,0.222,0.277,1.503,0,1.6,0.2,0,0.2,0,0
02/03/2019,6.9,77.5,9.3,997.7,1.5,2.6,27.1,7.5,5.2,5.456528255,7.551874103,6.89,2.2,0.215,0.274,1.503,0.6,9.4,5.6,1,7,3.8,5
03/03/2019,5.9,73.1,7.7,984.1,1.4,-0.3,26.3,6.5,5.8,8.119810131,7.954287505,11,3.99,0.429,0.371,1.544,5.8,12.2,5,5.8,6,7,10.6
04/03/2019,5.2,73.1,5.7,982.1,1.7,3.7,27,5.8,6.4,4.968649863,6.377016641,13.8,5.9,0.848,0.513,1.573,1.2,7.8,6.4,1.4,5.6,4,6.4
05/03/2019,5.2,73,6.1,990.7,1.5,1.6,27.7,4.9,4.6,13.91212229,13.8807432,20.9,8.74,0.975,0.568,1.6,15.4,25.6,9.8,15,9.6,12.4,15.6
06/03/2019,7.8,87.9,9,978.2,0.7,2.2,31.4,7.3,5.2,9.622785202,12.01635574,38.4,23.8,2.01,0.876,1.76,4.6,22.2,8,7.8,7.2,2.8,10.4
07/03/2019,5.8,79,6.1,980.3,1.1,0.5,33.1,6.2,5.4,2.742850515,2.611173694,44.1,22.3,2.557,1.092,1.821,1.6,5.2,1.6,2,3,2.2,4
08/03/2019,5.3,76.2,5.2,999,1.1,0.8,34.1,4.5,4.6,7.6277546,8.983030395,30.9,14.7,1.72,0.836,1.751,3.4,12.6,6.4,5,5,5.2,7.8
09/03/2019,5.2,69.3,6.6,1000,1.9,4.4,30.7,5.4,6.6,4.776952031,4.485977519,34.9,16.2,2.061,0.912,1.771,3.2,2.6,3.2,5.2,4.4,3.4,5.8
10/03/2019,5,80.8,3.7,999.2,1.1,3.4,30.9,4.6,4.4,9.314742288,11.11486723,35.5,16.8,1.895,0.861,1.755,4.8,7.4,8.4,6.2,9.6,9.4,5
11/03/2019,4.9,69.4,5.5,1011,1.8,5.5,29.2,4.5,6,15.8137811,20.99653357,36.2,17.9,2.057,0.929,1.774,4.4,55,16.8,5.6,11.6,9.8,16.2
12/03/2019,5.6,75.5,6.4,990.9,1.5,1.7,31.8,5.5,7.4,11.94485729,12.63478441,72.2,42.5,3.23,1.513,1.882,6.4,20,10.6,8.6,10.6,8.6,16
13/03/2019,5.9,72.1,7.8,993.5,2.2,6.9,32.1,6.1,9.3,14.60873348,15.84323713,69.9,36.3,3.379,1.699,2.008,3.6,13.4,11.4,5.6,12,7.8,23.2
14/03/2019,6.2,72.8,8.5,992.9,2.2,7.8,31,7.1,7.4,4.55646143,4.574306149,78.9,38.9,3.342,1.716,2.003,0.4,6.4,2.2,2,2.2,2.2,7
15/03/2019,6,70.3,8.5,994.9,2.1,5.5,27.5,7.1,7.1,20.75264317,22.81926885,54.2,24.5,2.598,1.258,1.897,13,22.6,18.8,13,21.4,20.6,22.2
16/03/2019,6.9,83.1,7.8,986.8,1.2,2.5,32.8,7,7,23.9379497,26.14185636,132,59.8,3.409,1.929,2.098,10.4,27.2,19.8,14.8,21,23.2,28.2
17/03/2019,5,71.3,5.4,995.2,1.9,5.4,32.9,5.5,5.6,0.224916169,0.331137429,99.6,57.4,4.045,2.594,2.19,0,1.8,0.4,0.2,0,0.2,0
18/03/2019,5.7,76.2,6.4,1012.2,1.3,4.9,32.2,5.8,2.6,0.613812336,0.845378851,63.5,32.4,2.929,1.728,2.004,0.6,2,0.4,0.2,1.2,0.6,0
19/03/2019,7.3,82.3,9.2,1018.4,1.1,4.3,33.7,7.7,2.6,0.273841158,0.546736042,40.7,19.4,2.039,1.132,1.835,0,3,0,0,0.2,0,0
20/03/2019,8.5,76.9,12.7,1022.5,1.8,8.1,30.3,10.4,2.5,0.012550246,0.03003572,26.9,12.2,1.419,0.822,1.718,0,0.2,0,0,0,0,0
21/03/2019,7.9,78.1,11.3,1024.4,1.5,5.7,30,10.6,2.8,0.021155893,0.049913574,20.7,8.99,1.111,0.678,1.652,0,0.4,0,0,0,0,0
22/03/2019,7.3,73.2,11.1,1018.6,1.6,2.6,28.3,9.9,4.4,0.903350676,1.02533829,17.5,7.23,0.904,0.597,1.615,0.2,1.4,0.2,0.4,0.8,0.4,1.4
23/03/2019,5.1,65.4,7.4,1025.5,1.8,5.1,27.2,8.9,2.6,0.013891321,0.027269372,14.8,5.93,0.807,0.54,1.596,0,0,0.2,0.2,0,0,0
24/03/2019,5.2,70.7,6.5,1022.1,1.8,4.2,27.4,7.6,4.6,0.54293416,0.901925822,13.1,5.06,0.699,0.497,1.579,0,1.8,0.6,0,0.4,0.4,0.6
25/03/2019,4.8,61.3,7.3,1025.4,2.1,6.2,25,8,3.7,0.010009294,0.003220865,11.5,4.31,0.587,0.451,1.557,0,0,0,0,0,0,0
26/03/2019,5.6,69.7,7.8,1026.5,2.1,6.7,26.6,8.5,4.1,0.000880665,0.000742052,10.4,3.8,0.533,0.417,1.545,0,0,0,0,0,0,0
27/03/2019,6.1,70.5,8.8,1028,1.4,1.2,25.1,8.9,3.7,0.00432264,0.001418142,9.68,3.41,0.5,0.394,1.534,0,0,0,0,0,0,0
28/03/2019,6,70.6,8.9,1028,1.9,6.3,24.4,9.2,2.3,0.01901745,0.028768362,9.1,3.13,0.42,0.375,1.526,0,0,0.2,0,0,0,0
29/03/2019,6.1,73.2,8.6,1020.6,2,7,22.8,9.7,2,0.015612208,0.007756342,8.59,2.87,0.381,0.358,1.517,0,0,0,0,0,0.2,0
30/03/2019,6.3,80,7.4,1015.9,1.7,7.4,24.2,9.7,2.6,0.167455524,0.04349272,8.18,2.64,0.348,0.342,1.512,0,0,0,0.2,0,0.2,0.2
31/03/2019,5.1,69.9,6.3,1022,1.9,5.4,23.6,9.4,3,0.002471845,0.004773479,7.69,2.43,0.339,0.327,1.509,0,0,0,0,0,0,0
01/04/2019,5.1,70,6.2,1014.1,1.8,5.7,22.7,8.5,3.5,4.966337828,7.417819124,7.51,2.41,0.304,0.317,1.5,2.2,12.2,3.6,1.6,5.8,3.6,3.6
02/04/2019,5.4,77.8,5.4,995.9,1.5,6.1,24.6,8,2.6,0.557130653,1.026637451,8.42,3,0.402,0.352,1.505,0,0.8,0,0.4,0.2,0,0.6
03/04/2019,4.9,77.6,4,991.6,1.3,4.4,24.7,6.7,2.2,2.4702589,2.797993443,8.46,2.74,0.378,0.341,1.513,0.6,3.6,2.4,0.2,0.2,0.8,4
04/04/2019,5.2,75.6,5.3,989.4,1.7,4.2,23.7,6.5,5,2.157756836,1.997301654,8.43,2.65,0.362,0.335,1.517,0.6,1.4,2,1.2,1.4,0,4.4
05/04/2019,5.3,66.5,7.9,998,2.2,5.3,23.2,7.8,4.6,0.009949708,0.001267036,7.67,2.39,0.361,0.334,1.525,0,0,0,0,0,0,0
06/04/2019,6.1,79,7.1,1002.2,1.6,7.5,22.7,9.1,2.1,0.011983869,0.003210567,6.96,2.16,0.288,0.307,1.502,0,0,0,0,0,0,0
07/04/2019,7.2,86,8.3,1004.7,1.2,5.4,23.9,10.1,3.2,0.042816196,0.09986156,6.62,2.02,0.27,0.294,1.496,0,0.8,0,0,0,0,0
08/04/2019,7.2,85.8,8.3,1008.1,1.2,4.8,22.6,9.9,4.5,2.89E-05,0,6.38,1.92,0.262,0.285,1.494,0,0,0,0,0,0,0
09/04/2019,5.5,72.6,6.8,1013.1,1.9,5.6,21.6,9.3,3.8,0.000173644,0.000315501,6.14,1.8,0.259,0.277,1.492,0,0,0,0,0,0,0
10/04/2019,4.4,70,4.4,1017.5,1.9,6.4,23.7,8.1,2.7,5.19E-05,0.000114918,5.97,1.66,0.224,0.28,1.486,0,0,0,0,0,0,0
11/04/2019,4.1,63.9,4.8,1021.3,2.2,7.6,21.4,8.6,2.5,0.000315447,0.000616509,5.76,1.6,0.226,0.282,1.485,0,0,0,0,0,0,0
